7968	She is the sweetest woman on campus . Cares so much about the students and preparing them for success in the class and in the real world . Weekly reading assignments and quizzes . Questions are given with the reading and if you answer them you will do fine on the quiz . Two midterms and a final all open note so take good notes . Final optional .	She\O is\O the\O sweetest\O woman\O on\O campus\O .\O Cares\O so\O much\O about\O the\O students\O and\O preparing\O them\O for\O success\O in\O the\O class\O and\O in\O the\O real\O world\O .\O Weekly\O reading\O assignments\O and\O quizzes\O .\O Questions\O are\O given\O with\O the\O reading\O and\O if\O you\O answer\O them\O you\O will\O do\O fine\O on\O the\O quiz\O .\O Two\O midterms\O and\O a\O final\O all\B open\O note\O so\O take\O good\O notes\O .\O Final\O optional\O .\O	She\O is\O the\O sweetest\O woman\O on\O campus\O .\O Cares\O so\O much\O about\O the\O students\O and\O preparing\O them\O for\O success\O in\O the\O class\O and\O in\O the\O real\O world\O .\O Weekly\O reading\O assignments\O and\O quizzes\O .\O Questions\O are\O given\O with\O the\O reading\O and\O if\O you\O answer\O them\O you\O will\O do\O fine\O on\O the\O quiz\O .\O Two\O midterms\O and\O a\O final\O all\O open\B note\I so\O take\O good\O notes\O .\O Final\O optional\O .\O
7979	She is the sweetest woman on campus . Cares so much about the students and preparing them for success in the class and in the real world . Weekly reading assignments and quizzes . Questions are given with the reading and if you answer them you will do fine on the quiz . Two midterms and a final all open note so take good notes . Final optional .	She\O is\O the\O sweetest\O woman\O on\O campus\O .\O Cares\O so\O much\O about\O the\O students\O and\O preparing\O them\O for\O success\O in\O the\O class\O and\O in\O the\O real\O world\O .\O Weekly\O reading\O assignments\O and\O quizzes\O .\O Questions\O are\O given\O with\O the\O reading\O and\O if\O you\O answer\O them\O you\O will\O do\O fine\O on\O the\O quiz\O .\O Two\O midterms\O and\O a\O final\O all\O open\O note\O so\O take\O good\O notes\O .\O Final\B optional\O .\O	She\O is\O the\O sweetest\O woman\O on\O campus\O .\O Cares\O so\O much\O about\O the\O students\O and\O preparing\O them\O for\O success\O in\O the\O class\O and\O in\O the\O real\O world\O .\O Weekly\O reading\O assignments\O and\O quizzes\O .\O Questions\O are\O given\O with\O the\O reading\O and\O if\O you\O answer\O them\O you\O will\O do\O fine\O on\O the\O quiz\O .\O Two\O midterms\O and\O a\O final\O all\O open\O note\O so\O take\O good\O notes\O .\O Final\O optional\B .\O
7980	Mara is number ONE ! ! ! !	Mara\B is\O number\O ONE\O !\O !\O !\O !\O	Mara\O is\O number\B ONE\I !\O !\O !\O !\O
7990	Wonderful , knowledgeable instructor	Wonderful\O ,\O knowledgeable\O instructor\B	Wonderful\B ,\O knowledgeable\O instructor\O
8001	Wonderful , knowledgeable instructor	Wonderful\O ,\O knowledgeable\B instructor\I	Wonderful\O ,\O knowledgeable\B instructor\O
8010	Very sweet teacher . I like her . Lots of class discussion	Very\O sweet\O teacher\B .\O I\O like\O her\O .\O Lots\O of\O class\O discussion\O	Very\B sweet\I teacher\O .\O I\O like\O her\O .\O Lots\O of\O class\O discussion\O
8021	Very sweet teacher . I like her . Lots of class discussion	Very\O sweet\O teacher\O .\O I\O like\O her\B .\O Lots\O of\O class\O discussion\O	Very\O sweet\O teacher\O .\O I\O like\B her\O .\O Lots\O of\O class\O discussion\O
8032	I took him twice . I felt the difficulty of his class was fair , The exams were short answer and multiple choice . The daily quizzes he gives , do help you papare for the exams . His grading criteria is clearly laid out . If you do the homework , you should be able to pass the class with no issuies .	I\O took\O him\O twice\O .\O I\O felt\O the\O difficulty\O of\O his\O class\O was\O fair\O ,\O The\O exams\O were\O short\O answer\O and\O multiple\O choice\O .\O The\O daily\B quizzes\I he\O gives\O ,\O do\O help\O you\O papare\O for\O the\O exams\O .\O His\O grading\O criteria\O is\O clearly\O laid\O out\O .\O If\O you\O do\O the\O homework\O ,\O you\O should\O be\O able\O to\O pass\O the\O class\O with\O no\O issuies\O .\O	I\O took\O him\O twice\O .\O I\O felt\O the\O difficulty\O of\O his\O class\O was\O fair\O ,\O The\O exams\O were\O short\O answer\O and\O multiple\O choice\O .\O The\O daily\O quizzes\O he\O gives\O ,\O do\O help\B you\O papare\O for\O the\O exams\O .\O His\O grading\O criteria\O is\O clearly\O laid\O out\O .\O If\O you\O do\O the\O homework\O ,\O you\O should\O be\O able\O to\O pass\O the\O class\O with\O no\O issuies\O .\O
8043	I took him twice . I felt the difficulty of his class was fair , The exams were short answer and multiple choice . The daily quizzes he gives , do help you papare for the exams . His grading criteria is clearly laid out . If you do the homework , you should be able to pass the class with no issuies .	I\O took\O him\O twice\O .\O I\O felt\O the\O difficulty\O of\O his\O class\O was\O fair\O ,\O The\O exams\O were\O short\O answer\O and\O multiple\O choice\O .\O The\O daily\O quizzes\O he\O gives\O ,\O do\O help\O you\O papare\O for\O the\O exams\O .\O His\O grading\B criteria\I is\O clearly\O laid\O out\O .\O If\O you\O do\O the\O homework\O ,\O you\O should\O be\O able\O to\O pass\O the\O class\O with\O no\O issuies\O .\O	I\O took\O him\O twice\O .\O I\O felt\O the\O difficulty\O of\O his\O class\O was\O fair\O ,\O The\O exams\O were\O short\O answer\O and\O multiple\O choice\O .\O The\O daily\O quizzes\O he\O gives\O ,\O do\O help\O you\O papare\O for\O the\O exams\O .\O His\O grading\O criteria\O is\O clearly\B laid\I out\I .\O If\O you\O do\O the\O homework\O ,\O you\O should\O be\O able\O to\O pass\O the\O class\O with\O no\O issuies\O .\O
8054	I took him twice . I felt the difficulty of his class was fair , The exams were short answer and multiple choice . The daily quizzes he gives , do help you papare for the exams . His grading criteria is clearly laid out . If you do the homework , you should be able to pass the class with no issuies .	I\O took\O him\O twice\O .\O I\O felt\O the\O difficulty\O of\O his\O class\O was\O fair\O ,\O The\O exams\O were\O short\O answer\O and\O multiple\O choice\O .\O The\O daily\O quizzes\O he\O gives\O ,\O do\O help\O you\O papare\O for\O the\O exams\O .\O His\O grading\O criteria\O is\O clearly\O laid\O out\O .\O If\O you\O do\O the\O homework\O ,\O you\O should\O be\O able\O to\O pass\O the\O class\B with\O no\O issuies\O .\O	I\O took\O him\O twice\O .\O I\O felt\O the\O difficulty\O of\O his\O class\O was\O fair\O ,\O The\O exams\O were\O short\O answer\O and\O multiple\O choice\O .\O The\O daily\O quizzes\O he\O gives\O ,\O do\O help\O you\O papare\O for\O the\O exams\O .\O His\O grading\O criteria\O is\O clearly\O laid\O out\O .\O If\O you\O do\B the\I homework\I ,\O you\O should\O be\O able\O to\O pass\O the\O class\O with\O no\O issuies\O .\O
8060	he is literally the worst teacher i\ 've ever had ... in my entire life .	he\O is\O literally\O the\O worst\O teacher\B i\\O 've\O ever\O had\O ...\O in\O my\O entire\O life\O .\O	he\O is\O literally\B the\I worst\I teacher\O i\\O 've\O ever\O had\O ...\O in\O my\O entire\O life\O .\O
8070	Dr. Spievak is an outstanding instructor . She is an expert in her field . As long as you put in the work and dedication , she will ensure that you do great . She genuinely cares and your work in her class can without a doubt take you far beyond the class itself . She prepares you for grad school . Do not take , if you aren\'t willing to work for it ! ! !	Dr.\O Spievak\O is\O an\O outstanding\O instructor\B .\O She\O is\O an\O expert\O in\O her\O field\O .\O As\O long\O as\O you\O put\O in\O the\O work\O and\O dedication\O ,\O she\O will\O ensure\O that\O you\O do\O great\O .\O She\O genuinely\O cares\O and\O your\O work\O in\O her\O class\O can\O without\O a\O doubt\O take\O you\O far\O beyond\O the\O class\O itself\O .\O She\O prepares\O you\O for\O grad\O school\O .\O Do\O not\O take\O ,\O if\O you\O aren\'t\O willing\O to\O work\O for\O it\O !\O !\O !\O	Dr.\O Spievak\O is\O an\O outstanding\B instructor\O .\O She\O is\O an\O expert\O in\O her\O field\O .\O As\O long\O as\O you\O put\O in\O the\O work\O and\O dedication\O ,\O she\O will\O ensure\O that\O you\O do\O great\O .\O She\O genuinely\O cares\O and\O your\O work\O in\O her\O class\O can\O without\O a\O doubt\O take\O you\O far\O beyond\O the\O class\O itself\O .\O She\O prepares\O you\O for\O grad\O school\O .\O Do\O not\O take\O ,\O if\O you\O aren\'t\O willing\O to\O work\O for\O it\O !\O !\O !\O
8082	Dr. Spievak is an outstanding instructor . She is an expert in her field . As long as you put in the work and dedication , she will ensure that you do great . She genuinely cares and your work in her class can without a doubt take you far beyond the class itself . She prepares you for grad school . Do not take , if you aren\'t willing to work for it ! ! !	Dr.\O Spievak\O is\O an\O outstanding\O instructor\O .\O She\O is\O an\O expert\O in\O her\O field\O .\O As\O long\O as\O you\O put\O in\O the\O work\O and\O dedication\O ,\O she\O will\O ensure\O that\O you\O do\O great\O .\O She\O genuinely\O cares\B and\O your\O work\O in\O her\O class\O can\O without\O a\O doubt\O take\O you\O far\O beyond\O the\O class\O itself\O .\O She\O prepares\O you\O for\O grad\O school\O .\O Do\O not\O take\O ,\O if\O you\O aren\'t\O willing\O to\O work\O for\O it\O !\O !\O !\O	Dr.\O Spievak\O is\O an\O outstanding\O instructor\O .\O She\O is\O an\O expert\O in\O her\O field\O .\O As\O long\O as\O you\O put\O in\O the\O work\O and\O dedication\O ,\O she\O will\O ensure\O that\O you\O do\O great\O .\O She\O genuinely\B cares\O and\O your\O work\O in\O her\O class\O can\O without\O a\O doubt\O take\O you\O far\O beyond\O the\O class\O itself\O .\O She\O prepares\O you\O for\O grad\O school\O .\O Do\O not\O take\O ,\O if\O you\O aren\'t\O willing\O to\O work\O for\O it\O !\O !\O !\O
8094	Dr. Spievak is an outstanding instructor . She is an expert in her field . As long as you put in the work and dedication , she will ensure that you do great . She genuinely cares and your work in her class can without a doubt take you far beyond the class itself . She prepares you for grad school . Do not take , if you aren\'t willing to work for it ! ! !	Dr.\O Spievak\O is\O an\O outstanding\O instructor\O .\O She\O is\O an\O expert\O in\O her\O field\O .\O As\O long\O as\O you\O put\O in\O the\O work\O and\O dedication\O ,\O she\O will\O ensure\O that\O you\O do\O great\O .\O She\O genuinely\O cares\O and\O your\O work\O in\O her\O class\O can\O without\O a\O doubt\O take\O you\O far\O beyond\O the\O class\O itself\O .\O She\B prepares\I you\I for\O grad\O school\O .\O Do\O not\O take\O ,\O if\O you\O aren\'t\O willing\O to\O work\O for\O it\O !\O !\O !\O	Dr.\O Spievak\O is\O an\O outstanding\O instructor\O .\O She\O is\O an\O expert\O in\O her\O field\O .\O As\O long\O as\O you\O put\O in\O the\O work\O and\O dedication\O ,\O she\O will\O ensure\O that\O you\O do\O great\O .\O She\O genuinely\O cares\O and\O your\O work\O in\O her\O class\O can\O without\O a\O doubt\O take\O you\O far\O beyond\O the\O class\O itself\O .\O She\O prepares\O you\O for\O grad\B school\I .\O Do\O not\O take\O ,\O if\O you\O aren\'t\O willing\O to\O work\O for\O it\O !\O !\O !\O
8103	I had prof. Gilson for a writer\ 's workshop-style class . Being a published author herself she understands how to balance supporting the writer\ 's work while still pushing them outside of their comfort zone to help find their inner voice . If you are serious about your writing & want honest feedback in a creative setting prof. Gilson\ 's class is ideal .	I\O had\O prof.\O Gilson\O for\O a\O writer\\O 's\O workshop-style\O class\O .\O Being\O a\O published\O author\O herself\O she\O understands\O how\O to\O balance\O supporting\O the\O writer\\O 's\O work\O while\O still\O pushing\O them\O outside\O of\O their\O comfort\O zone\O to\O help\O find\O their\O inner\O voice\O .\O If\O you\O are\O serious\O about\O your\O writing\O &\O want\O honest\O feedback\B in\O a\O creative\O setting\O prof.\O Gilson\\O 's\O class\O is\O ideal\O .\O	I\O had\O prof.\O Gilson\O for\O a\O writer\\O 's\O workshop-style\O class\O .\O Being\O a\O published\O author\O herself\O she\O understands\O how\O to\O balance\O supporting\O the\O writer\\O 's\O work\O while\O still\O pushing\O them\O outside\O of\O their\O comfort\O zone\O to\O help\O find\O their\O inner\O voice\O .\O If\O you\O are\O serious\O about\O your\O writing\O &\O want\O honest\B feedback\O in\O a\O creative\O setting\O prof.\O Gilson\\O 's\O class\O is\O ideal\O .\O
8115	I had prof. Gilson for a writer\ 's workshop-style class . Being a published author herself she understands how to balance supporting the writer\ 's work while still pushing them outside of their comfort zone to help find their inner voice . If you are serious about your writing & want honest feedback in a creative setting prof. Gilson\ 's class is ideal .	I\O had\O prof.\O Gilson\O for\O a\O writer\\O 's\O workshop-style\O class\O .\O Being\O a\O published\O author\O herself\O she\O understands\O how\O to\O balance\O supporting\O the\O writer\\O 's\O work\O while\O still\O pushing\O them\O outside\O of\O their\O comfort\O zone\O to\O help\O find\O their\O inner\O voice\O .\O If\O you\O are\O serious\O about\O your\O writing\O &\O want\O honest\O feedback\O in\O a\O creative\B setting\I prof\I .\O Gilson\\O 's\O class\O is\O ideal\O .\O	I\O had\O prof.\O Gilson\O for\O a\O writer\\O 's\O workshop-style\O class\O .\O Being\O a\O published\O author\O herself\O she\O understands\O how\O to\O balance\O supporting\O the\O writer\\O 's\O work\O while\O still\O pushing\O them\O outside\O of\O their\O comfort\O zone\O to\O help\O find\O their\O inner\O voice\O .\O If\O you\O are\O serious\O about\O your\O writing\O &\O want\O honest\O feedback\O in\O a\O creative\B setting\O prof.\O Gilson\\O 's\O class\O is\O ideal\O .\O
8120	Political Theory was reading heavy but the tests were directly from the reading . One paper . Brings up interesting topics for class discussion ; be prepared to think and defend ideas about what good democracy is , free speech , libertarianism , etc . Good class .	Political\B Theory\I was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O	Political\O Theory\O was\O reading\B heavy\I but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O
8132	Political Theory was reading heavy but the tests were directly from the reading . One paper . Brings up interesting topics for class discussion ; be prepared to think and defend ideas about what good democracy is , free speech , libertarianism , etc . Good class .	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\B paper\I .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\B topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O
8143	Political Theory was reading heavy but the tests were directly from the reading . One paper . Brings up interesting topics for class discussion ; be prepared to think and defend ideas about what good democracy is , free speech , libertarianism , etc . Good class .	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\B and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\B to\O think\O and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O
8154	Political Theory was reading heavy but the tests were directly from the reading . One paper . Brings up interesting topics for class discussion ; be prepared to think and defend ideas about what good democracy is , free speech , libertarianism , etc . Good class .	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\O ideas\B about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\B ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\O .\O
8165	Political Theory was reading heavy but the tests were directly from the reading . One paper . Brings up interesting topics for class discussion ; be prepared to think and defend ideas about what good democracy is , free speech , libertarianism , etc . Good class .	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\O class\B .\O	Political\O Theory\O was\O reading\O heavy\O but\O the\O tests\O were\O directly\O from\O the\O reading\O .\O One\O paper\O .\O Brings\O up\O interesting\O topics\O for\O class\O discussion\O ;\O be\O prepared\O to\O think\O and\O defend\O ideas\O about\O what\O good\O democracy\O is\O ,\O free\O speech\O ,\O libertarianism\O ,\O etc\O .\O Good\B class\O .\O
8170	i think madison is a good teacher . she tries to make you think that she\ 's hard , but if you take her class you\ 'll find that if you do what you\ 're supposed to , you will make an \'A\ ' ! the class is not hard at all .	i\O think\O madison\O is\O a\O good\O teacher\B .\O she\O tries\O to\O make\O you\O think\O that\O she\\O 's\O hard\O ,\O but\O if\O you\O take\O her\O class\O you\\O 'll\O find\O that\O if\O you\O do\O what\O you\\O 're\O supposed\O to\O ,\O you\O will\O make\O an\O \'A\\O '\O !\O the\O class\O is\O not\O hard\O at\O all\O .\O	i\O think\O madison\O is\O a\O good\B teacher\O .\O she\O tries\O to\O make\O you\O think\O that\O she\\O 's\O hard\O ,\O but\O if\O you\O take\O her\O class\O you\\O 'll\O find\O that\O if\O you\O do\O what\O you\\O 're\O supposed\O to\O ,\O you\O will\O make\O an\O \'A\\O '\O !\O the\O class\O is\O not\O hard\O at\O all\O .\O
8182	i think madison is a good teacher . she tries to make you think that she\ 's hard , but if you take her class you\ 'll find that if you do what you\ 're supposed to , you will make an \'A\ ' ! the class is not hard at all .	i\O think\O madison\O is\O a\O good\O teacher\O .\O she\O tries\O to\O make\O you\O think\O that\O she\\B 's\I hard\O ,\O but\O if\O you\O take\O her\O class\O you\\O 'll\O find\O that\O if\O you\O do\O what\O you\\O 're\O supposed\O to\O ,\O you\O will\O make\O an\O \'A\\O '\O !\O the\O class\O is\O not\O hard\O at\O all\O .\O	i\O think\O madison\O is\O a\O good\O teacher\O .\O she\O tries\O to\O make\O you\O think\O that\O she\\O 's\O hard\B ,\O but\O if\O you\O take\O her\O class\O you\\O 'll\O find\O that\O if\O you\O do\O what\O you\\O 're\O supposed\O to\O ,\O you\O will\O make\O an\O \'A\\O '\O !\O the\O class\O is\O not\O hard\O at\O all\O .\O
8190	Hands down my favorite instructor at Green River . Went into the class not expecting much but turned out amazing . He is extremely helpful and will go out of his way to help students . Lectures are informative and interesting . Very understanding of your mistakes and works with you to fix them . A+ teacher all around .	Hands\O down\O my\O favorite\O instructor\B at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O	Hands\O down\O my\O favorite\B instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O
8202	Hands down my favorite instructor at Green River . Went into the class not expecting much but turned out amazing . He is extremely helpful and will go out of his way to help students . Lectures are informative and interesting . Very understanding of your mistakes and works with you to fix them . A+ teacher all around .	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\B and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\B helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O
8216	Hands down my favorite instructor at Green River . Went into the class not expecting much but turned out amazing . He is extremely helpful and will go out of his way to help students . Lectures are informative and interesting . Very understanding of your mistakes and works with you to fix them . A+ teacher all around .	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\B of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\B understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\O all\O around\O .\O
8227	Hands down my favorite instructor at Green River . Went into the class not expecting much but turned out amazing . He is extremely helpful and will go out of his way to help students . Lectures are informative and interesting . Very understanding of your mistakes and works with you to fix them . A+ teacher all around .	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\O teacher\B all\O around\O .\O	Hands\O down\O my\O favorite\O instructor\O at\O Green\O River\O .\O Went\O into\O the\O class\O not\O expecting\O much\O but\O turned\O out\O amazing\O .\O He\O is\O extremely\O helpful\O and\O will\O go\O out\O of\O his\O way\O to\O help\O students\O .\O Lectures\O are\O informative\O and\O interesting\O .\O Very\O understanding\O of\O your\O mistakes\O and\O works\O with\O you\O to\O fix\O them\O .\O A+\B teacher\O all\O around\O .\O
8231	Only grades in the class are 3 exams . Tests are easy if you take notes and study . Tests are 35 multiple choice . Gives a few extra credit points if you go to class . She shows several movies and has several guest speakers . Great class and great professor . Would absolutely take again ! Attendance not mandatory and textbook not needed	Only\O grades\O in\O the\O class\O are\O 3\O exams\O .\O Tests\B are\O easy\O if\O you\O take\O notes\O and\O study\O .\O Tests\O are\O 35\O multiple\O choice\O .\O Gives\O a\O few\O extra\O credit\O points\O if\O you\O go\O to\O class\O .\O She\O shows\O several\O movies\O and\O has\O several\O guest\O speakers\O .\O Great\O class\O and\O great\O professor\O .\O Would\O absolutely\O take\O again\O !\O Attendance\O not\O mandatory\O and\O textbook\O not\O needed\O	Only\O grades\O in\O the\O class\O are\O 3\O exams\O .\O Tests\O are\O easy\B if\O you\O take\O notes\O and\O study\O .\O Tests\O are\O 35\O multiple\O choice\O .\O Gives\O a\O few\O extra\O credit\O points\O if\O you\O go\O to\O class\O .\O She\O shows\O several\O movies\O and\O has\O several\O guest\O speakers\O .\O Great\O class\O and\O great\O professor\O .\O Would\O absolutely\O take\O again\O !\O Attendance\O not\O mandatory\O and\O textbook\O not\O needed\O
8243	Only grades in the class are 3 exams . Tests are easy if you take notes and study . Tests are 35 multiple choice . Gives a few extra credit points if you go to class . She shows several movies and has several guest speakers . Great class and great professor . Would absolutely take again ! Attendance not mandatory and textbook not needed	Only\O grades\O in\O the\O class\O are\O 3\O exams\O .\O Tests\O are\O easy\O if\O you\O take\O notes\O and\O study\O .\O Tests\O are\O 35\O multiple\O choice\O .\O Gives\O a\O few\B extra\I credit\I points\O if\O you\O go\O to\O class\O .\O She\O shows\O several\O movies\O and\O has\O several\O guest\O speakers\O .\O Great\O class\O and\O great\O professor\O .\O Would\O absolutely\O take\O again\O !\O Attendance\O not\O mandatory\O and\O textbook\O not\O needed\O	Only\O grades\O in\O the\O class\O are\O 3\O exams\O .\O Tests\O are\O easy\O if\O you\O take\O notes\O and\O study\O .\O Tests\O are\O 35\O multiple\O choice\O .\O Gives\O a\O few\O extra\O credit\O points\O if\O you\O go\B to\I class\I .\O She\O shows\O several\O movies\O and\O has\O several\O guest\O speakers\O .\O Great\O class\O and\O great\O professor\O .\O Would\O absolutely\O take\O again\O !\O Attendance\O not\O mandatory\O and\O textbook\O not\O needed\O
8257	Only grades in the class are 3 exams . Tests are easy if you take notes and study . Tests are 35 multiple choice . Gives a few extra credit points if you go to class . She shows several movies and has several guest speakers . Great class and great professor . Would absolutely take again ! Attendance not mandatory and textbook not needed	Only\O grades\O in\O the\O class\O are\O 3\O exams\O .\O Tests\O are\O easy\O if\O you\O take\O notes\O and\O study\O .\O Tests\O are\O 35\O multiple\O choice\O .\O Gives\O a\O few\O extra\O credit\O points\O if\O you\O go\O to\O class\O .\O She\O shows\O several\O movies\O and\O has\O several\O guest\O speakers\O .\O Great\O class\O and\O great\O professor\B .\O Would\O absolutely\O take\O again\O !\O Attendance\O not\O mandatory\O and\O textbook\O not\O needed\O	Only\O grades\O in\O the\O class\O are\O 3\O exams\O .\O Tests\O are\O easy\O if\O you\O take\O notes\O and\O study\O .\O Tests\O are\O 35\O multiple\O choice\O .\O Gives\O a\O few\O extra\O credit\O points\O if\O you\O go\O to\O class\O .\O She\O shows\O several\O movies\O and\O has\O several\O guest\O speakers\O .\O Great\O class\O and\O great\B professor\O .\O Would\O absolutely\O take\O again\O !\O Attendance\O not\O mandatory\O and\O textbook\O not\O needed\O
